     -0.04057715      -0.00016502       0.01937147      -0.07697101      -0.03020908      -0.00709025       0.01430630       0.00144842       0.06512370       0.04520359      -0.00195215       0.06169137      -0.00769328       0.00562839       0.05434676      -0.02691041      -0.01026330      -0.00553483       0.06685779      -0.05493896       0.02351714       0.03910493       0.04277386      -0.03302769
     -0.06857830      -0.00038851      -0.01003103       0.02724346       0.00277875       0.05784412       0.06511039      -0.00324135      -0.01420139      -0.00297025       0.02602632      -0.00925839      -0.09008173      -0.00368531       0.00213608      -0.02882210      -0.06956395       0.00209253      -0.00053817       0.04279684       0.03733328       0.04773923      -0.00824348       0.04585583
     -0.01954004      -0.06701228      -0.04256251       0.01366090      -0.02684133      -0.03609574       0.00285469       0.06662087      -0.00211115       0.00325827      -0.00051387       0.00935830       0.00226892      -0.09374797      -0.00298074       0.01798096      -0.04545592      -0.06472662      -0.01576741      -0.02812331      -0.03591829       0.02532418      -0.05052639      -0.03544658
     -0.04307219      -0.06681132       0.02934005       0.03530707      -0.01641252       0.01471418       0.01431384       0.00145023       0.06514421      -0.07886492      -0.01064873       0.04974929      -0.00538325       0.00214153       0.00773552       0.05054803       0.03268422       0.06566411       0.00341374      -0.02891516       0.01035630      -0.03910757      -0.04277734       0.03303989
     -0.05908506      -0.00034440      -0.02821645      -0.02560982      -0.00620172      -0.06262734       0.06510137      -0.00323964      -0.01424225       0.00718318      -0.09000064      -0.01080622      -0.02511818      -0.00077445      -0.00064505       0.01485547       0.04706328      -0.00163423       0.00899103       0.07943399       0.00834827      -0.04774856       0.00824092      -0.04586213
     -0.02679437      -0.00063008      -0.03439896      -0.04584204      -0.03164357       0.06242457       0.00285905       0.06661985      -0.00209182      -0.02375525       0.00120161      -0.04852451       0.00843489      -0.00790508       0.07642796      -0.02756559       0.04600060       0.00422558      -0.06314628      -0.01032658      -0.04381670      -0.02532404       0.05052501       0.03544634
     -0.03808616       0.00042160       0.01015972      -0.00134072       0.07213052      -0.04626546       0.01432756       0.00144958       0.06516763      -0.04511213       0.00194316      -0.06151239       0.00768204      -0.00580751      -0.05456407      -0.03850208       0.00401916       0.00516461      -0.06442116      -0.04726495       0.03162759       0.03910557       0.04277008      -0.03303855
     -0.01778970       0.00028564       0.06801723       0.04321359      -0.03609156      -0.02801408       0.06508615      -0.00323901      -0.01427219       0.00296259      -0.02602242       0.00924353       0.09007727       0.00344907      -0.00206249      -0.07229926       0.00753140      -0.00060443       0.00489990       0.01457058      -0.05817675       0.04775647      -0.00823254       0.04585242
      0.01953316       0.06701230       0.04258517      -0.01355425       0.02678861       0.03615455       0.00285358       0.06661948      -0.00211071       0.00311230      -0.00081643       0.00929367       0.00250436      -0.09374833      -0.00308758      -0.01756223       0.04565799       0.06472203       0.01575969       0.02809003       0.03590550       0.02532314      -0.05052762      -0.03544561
     -0.04335444       0.06670889       0.02873649       0.03520650      -0.01698936       0.01512914       0.01431609       0.00144991       0.06514059       0.07890676       0.01064958      -0.04966528       0.00537867      -0.00175715      -0.00794550       0.05046308       0.02931483      -0.06715490      -0.00773559      -0.02840148       0.01041669      -0.03910678      -0.04277560       0.03303770
