# energy/meV  VibDOS 
6.49549e+02   1.00092e-03
6.51049e+02   9.65888e-04
6.52549e+02   9.32854e-04
6.54049e+02   9.01668e-04
6.55549e+02   8.72193e-04
6.57049e+02   8.44304e-04
6.58549e+02   8.17885e-04
6.60049e+02   7.92832e-04
6.61549e+02   7.69050e-04
6.63049e+02   7.46452e-04
6.64549e+02   7.24959e-04
6.66049e+02   7.04496e-04
6.67549e+02   6.84998e-04
6.69049e+02   6.66401e-04
6.70549e+02   6.48650e-04
6.72049e+02   6.31692e-04
6.73549e+02   6.15478e-04
6.75049e+02   5.99963e-04
6.76549e+02   5.85107e-04
6.78049e+02   5.70871e-04
6.79549e+02   5.57220e-04
6.81049e+02   5.44119e-04
6.82549e+02   5.31539e-04
6.84049e+02   5.19451e-04
6.85549e+02   5.07829e-04
6.87049e+02   4.96647e-04
6.88549e+02   4.85883e-04
6.90049e+02   4.75514e-04
6.91549e+02   4.65521e-04
6.93049e+02   4.55885e-04
6.94549e+02   4.46587e-04
6.96049e+02   4.37612e-04
6.97549e+02   4.28944e-04
6.99049e+02   4.20567e-04
7.00549e+02   4.12469e-04
7.02049e+02   4.04637e-04
7.03549e+02   3.97057e-04
7.05049e+02   3.89719e-04
7.06549e+02   3.82612e-04
7.08049e+02   3.75726e-04
7.09549e+02   3.69050e-04
7.11049e+02   3.62577e-04
7.12549e+02   3.56297e-04
7.14049e+02   3.50202e-04
7.15549e+02   3.44284e-04
7.17049e+02   3.38537e-04
7.18549e+02   3.32953e-04
7.20049e+02   3.27526e-04
7.21549e+02   3.22249e-04
7.23049e+02   3.17116e-04
7.24549e+02   3.12123e-04
7.26049e+02   3.07263e-04
7.27549e+02   3.02532e-04
7.29049e+02   2.97925e-04
7.30549e+02   2.93437e-04
7.32049e+02   2.89063e-04
7.33549e+02   2.84800e-04
7.35049e+02   2.80644e-04
7.36549e+02   2.76590e-04
7.38049e+02   2.72636e-04
7.39549e+02   2.68778e-04
7.41049e+02   2.65012e-04
7.42549e+02   2.61335e-04
7.44049e+02   2.57745e-04
7.45549e+02   2.54238e-04
7.47049e+02   2.50811e-04
7.48549e+02   2.47463e-04
7.50049e+02   2.44190e-04
7.51549e+02   2.40990e-04
7.53049e+02   2.37861e-04
7.54549e+02   2.34800e-04
7.56049e+02   2.31806e-04
7.57549e+02   2.28876e-04
7.59049e+02   2.26008e-04
7.60549e+02   2.23200e-04
7.62049e+02   2.20452e-04
7.63549e+02   2.17760e-04
7.65049e+02   2.15123e-04
7.66549e+02   2.12540e-04
7.68049e+02   2.10009e-04
7.69549e+02   2.07528e-04
7.71049e+02   2.05096e-04
7.72549e+02   2.02712e-04
7.74049e+02   2.00375e-04
7.75549e+02   1.98082e-04
7.77049e+02   1.95834e-04
7.78549e+02   1.93628e-04
7.80049e+02   1.91463e-04
7.81549e+02   1.89339e-04
7.83049e+02   1.87254e-04
7.84549e+02   1.85207e-04
7.86049e+02   1.83197e-04
7.87549e+02   1.81224e-04
7.89049e+02   1.79286e-04
7.90549e+02   1.77383e-04
7.92049e+02   1.75513e-04
7.93549e+02   1.73675e-04
7.95049e+02   1.71870e-04
7.96549e+02   1.70096e-04
7.98049e+02   1.68352e-04
7.99549e+02   1.66637e-04
8.01049e+02   1.64952e-04
8.02549e+02   1.63294e-04
8.04049e+02   1.61665e-04
8.05549e+02   1.60062e-04
8.07049e+02   1.58485e-04
8.08549e+02   1.56934e-04
8.10049e+02   1.55408e-04
8.11549e+02   1.53906e-04
8.13049e+02   1.52428e-04
8.14549e+02   1.50974e-04
8.16049e+02   1.49542e-04
8.17549e+02   1.48133e-04
8.19049e+02   1.46745e-04
8.20549e+02   1.45379e-04
8.22049e+02   1.44034e-04
8.23549e+02   1.42709e-04
8.25049e+02   1.41404e-04
8.26549e+02   1.40119e-04
8.28049e+02   1.38852e-04
8.29549e+02   1.37605e-04
8.31049e+02   1.36375e-04
8.32549e+02   1.35164e-04
8.34049e+02   1.33970e-04
8.35549e+02   1.32794e-04
8.37049e+02   1.31634e-04
8.38549e+02   1.30491e-04
8.40049e+02   1.29364e-04
8.41549e+02   1.28252e-04
8.43049e+02   1.27157e-04
8.44549e+02   1.26076e-04
8.46049e+02   1.25011e-04
8.47549e+02   1.23960e-04
8.49049e+02   1.22923e-04
8.50549e+02   1.21901e-04
8.52049e+02   1.20892e-04
8.53549e+02   1.19897e-04
8.55049e+02   1.18915e-04
8.56549e+02   1.17946e-04
8.58049e+02   1.16990e-04
8.59549e+02   1.16047e-04
8.61049e+02   1.15115e-04
8.62549e+02   1.14196e-04
8.64049e+02   1.13289e-04
8.65549e+02   1.12393e-04
8.67049e+02   1.11509e-04
8.68549e+02   1.10636e-04
8.70049e+02   1.09774e-04
8.71549e+02   1.08923e-04
8.73049e+02   1.08082e-04
8.74549e+02   1.07252e-04
8.76049e+02   1.06432e-04
8.77549e+02   1.05622e-04
8.79049e+02   1.04823e-04
8.80549e+02   1.04032e-04
8.82049e+02   1.03252e-04
8.83549e+02   1.02481e-04
8.85049e+02   1.01719e-04
8.86549e+02   1.00966e-04
8.88049e+02   1.00222e-04
8.89549e+02   9.94868e-05
8.91049e+02   9.87603e-05
8.92549e+02   9.80424e-05
8.94049e+02   9.73327e-05
8.95549e+02   9.66313e-05
8.97049e+02   9.59380e-05
8.98549e+02   9.52526e-05
9.00049e+02   9.45750e-05
9.01549e+02   9.39052e-05
9.03049e+02   9.32429e-05
9.04549e+02   9.25880e-05
9.06049e+02   9.19405e-05
9.07549e+02   9.13003e-05
9.09049e+02   9.06671e-05
9.10549e+02   9.00409e-05
9.12049e+02   8.94216e-05
9.13549e+02   8.88091e-05
9.15049e+02   8.82033e-05
9.16549e+02   8.76040e-05
9.18049e+02   8.70113e-05
9.19549e+02   8.64249e-05
9.21049e+02   8.58448e-05
9.22549e+02   8.52708e-05
9.24049e+02   8.47030e-05
9.25549e+02   8.41411e-05
9.27049e+02   8.35852e-05
9.28549e+02   8.30351e-05
9.30049e+02   8.24908e-05
9.31549e+02   8.19521e-05
9.33049e+02   8.14189e-05
9.34549e+02   8.08913e-05
9.36049e+02   8.03691e-05
9.37549e+02   7.98522e-05
9.39049e+02   7.93406e-05
9.40549e+02   7.88341e-05
9.42049e+02   7.83328e-05
9.43549e+02   7.78365e-05
9.45049e+02   7.73452e-05
9.46549e+02   7.68588e-05
9.48049e+02   7.63772e-05
9.49549e+02   7.59004e-05
9.51049e+02   7.54283e-05
9.52549e+02   7.49608e-05
9.54049e+02   7.44979e-05
9.55549e+02   7.40394e-05
9.57049e+02   7.35855e-05
9.58549e+02   7.31359e-05
9.60049e+02   7.26907e-05
9.61549e+02   7.22497e-05
9.63049e+02   7.18129e-05
9.64549e+02   7.13803e-05
9.66049e+02   7.09518e-05
9.67549e+02   7.05273e-05
9.69049e+02   7.01068e-05
9.70549e+02   6.96903e-05
9.72049e+02   6.92777e-05
9.73549e+02   6.88689e-05
9.75049e+02   6.84638e-05
9.76549e+02   6.80626e-05
9.78049e+02   6.76650e-05
9.79549e+02   6.72711e-05
9.81049e+02   6.68807e-05
9.82549e+02   6.64939e-05
9.84049e+02   6.61107e-05
9.85549e+02   6.57308e-05
9.87049e+02   6.53545e-05
9.88549e+02   6.49814e-05
9.90049e+02   6.46118e-05
9.91549e+02   6.42454e-05
9.93049e+02   6.38822e-05
9.94549e+02   6.35223e-05
9.96049e+02   6.31656e-05
9.97549e+02   6.28120e-05
9.99049e+02   6.24615e-05
1.00055e+03   6.21140e-05
1.00205e+03   6.17696e-05
1.00355e+03   6.14281e-05
1.00505e+03   6.10896e-05
1.00655e+03   6.07540e-05
1.00805e+03   6.04213e-05
1.00955e+03   6.00915e-05
1.01105e+03   5.97644e-05
1.01255e+03   5.94402e-05
1.01405e+03   5.91187e-05
1.01555e+03   5.87998e-05
1.01705e+03   5.84837e-05
1.01855e+03   5.81702e-05
1.02005e+03   5.78594e-05
1.02155e+03   5.75511e-05
1.02305e+03   5.72454e-05
1.02455e+03   5.69422e-05
1.02605e+03   5.66416e-05
1.02755e+03   5.63434e-05
1.02905e+03   5.60476e-05
1.03055e+03   5.57543e-05
1.03205e+03   5.54633e-05
1.03355e+03   5.51747e-05
1.03505e+03   5.48885e-05
1.03655e+03   5.46045e-05
1.03805e+03   5.43229e-05
1.03955e+03   5.40435e-05
1.04105e+03   5.37663e-05
1.04255e+03   5.34914e-05
1.04405e+03   5.32186e-05
1.04555e+03   5.29480e-05
1.04705e+03   5.26795e-05
1.04855e+03   5.24132e-05
1.05005e+03   5.21489e-05
1.05155e+03   5.18867e-05
1.05305e+03   5.16266e-05
1.05455e+03   5.13685e-05
1.05605e+03   5.11123e-05
1.05755e+03   5.08582e-05
1.05905e+03   5.06060e-05
1.06055e+03   5.03558e-05
1.06205e+03   5.01074e-05
1.06355e+03   4.98610e-05
1.06505e+03   4.96165e-05
1.06655e+03   4.93738e-05
1.06805e+03   4.91330e-05
1.06955e+03   4.88939e-05
1.07105e+03   4.86567e-05
1.07255e+03   4.84213e-05
1.07405e+03   4.81876e-05
1.07555e+03   4.79556e-05
1.07705e+03   4.77254e-05
1.07855e+03   4.74970e-05
1.08005e+03   4.72702e-05
1.08155e+03   4.70450e-05
1.08305e+03   4.68216e-05
1.08455e+03   4.65997e-05
1.08605e+03   4.63795e-05
1.08755e+03   4.61609e-05
1.08905e+03   4.59439e-05
1.09055e+03   4.57285e-05
1.09205e+03   4.55147e-05
1.09355e+03   4.53024e-05
1.09505e+03   4.50916e-05
1.09655e+03   4.48823e-05
1.09805e+03   4.46745e-05
1.09955e+03   4.44682e-05
1.10105e+03   4.42634e-05
1.10255e+03   4.40601e-05
1.10405e+03   4.38582e-05
1.10555e+03   4.36577e-05
1.10705e+03   4.34586e-05
1.10855e+03   4.32609e-05
1.11005e+03   4.30647e-05
1.11155e+03   4.28697e-05
1.11305e+03   4.26762e-05
1.11455e+03   4.24840e-05
1.11605e+03   4.22931e-05
1.11755e+03   4.21036e-05
1.11905e+03   4.19153e-05
1.12055e+03   4.17284e-05
1.12205e+03   4.15428e-05
1.12355e+03   4.13584e-05
1.12505e+03   4.11753e-05
1.12655e+03   4.09934e-05
1.12805e+03   4.08128e-05
1.12955e+03   4.06333e-05
1.13105e+03   4.04552e-05
1.13255e+03   4.02782e-05
1.13405e+03   4.01024e-05
1.13555e+03   3.99277e-05
1.13705e+03   3.97543e-05
1.13855e+03   3.95820e-05
1.14005e+03   3.94109e-05
1.14155e+03   3.92409e-05
1.14305e+03   3.90720e-05
1.14455e+03   3.89043e-05
1.14605e+03   3.87376e-05
1.14755e+03   3.85721e-05
1.14905e+03   3.84076e-05
1.15055e+03   3.82442e-05
1.15205e+03   3.80819e-05
1.15355e+03   3.79206e-05
1.15505e+03   3.77604e-05
1.15655e+03   3.76013e-05
1.15805e+03   3.74431e-05
1.15955e+03   3.72860e-05
1.16105e+03   3.71299e-05
1.16255e+03   3.69748e-05
1.16405e+03   3.68207e-05
1.16555e+03   3.66676e-05
1.16705e+03   3.65155e-05
1.16855e+03   3.63643e-05
1.17005e+03   3.62141e-05
1.17155e+03   3.60649e-05
1.17305e+03   3.59165e-05
1.17455e+03   3.57692e-05
1.17605e+03   3.56227e-05
1.17755e+03   3.54772e-05
1.17905e+03   3.53326e-05
1.18055e+03   3.51889e-05
1.18205e+03   3.50461e-05
