     -0.21504167      -0.00087454       0.10266058      -0.40791369      -0.16009530      -0.03757533       0.07581732       0.00767599       0.34512798       0.23955984      -0.01034555       0.32693809      -0.04077112       0.02982808       0.28801474      -0.14261372      -0.05439115      -0.02933224       0.35431793      -0.29115317       0.12463087       0.20723952       0.22668332      -0.17503271
     -0.36343585      -0.00205894      -0.05316018       0.14437876       0.01472619       0.30654929       0.34505744      -0.01717778      -0.07526134      -0.01574107       0.13792846      -0.04906552      -0.47739495      -0.01953057       0.01132030      -0.15274491      -0.36865940       0.01108950      -0.00285207       0.22680509       0.19785054       0.25299767      -0.04368695       0.24301642
     -0.10355389      -0.35513662      -0.22556323       0.07239697      -0.14224764      -0.19129212       0.01512863       0.35306234      -0.01118819       0.01726746      -0.00272328       0.04959504       0.01202430      -0.49682442      -0.01579665       0.09529147      -0.24089708      -0.34302360      -0.08356056      -0.14904159      -0.19035171       0.13420742      -0.26776842      -0.18785185
     -0.22826431      -0.35407161       0.15548982       0.18711246      -0.08697939       0.07797891       0.07585726       0.00768558       0.34523664      -0.41795060      -0.05643374       0.26365014      -0.02852891       0.01134919       0.04099498       0.26788308       0.17321250       0.34799189       0.01809138      -0.15323807       0.05488397      -0.20725350      -0.22670175       0.17509740
     -0.31312573      -0.00182520      -0.14953520      -0.13572120      -0.03286647      -0.33189829       0.34500963      -0.01716872      -0.07547786       0.03806780      -0.47696518      -0.05726838      -0.13311569      -0.00410423      -0.00341849       0.07872767       0.24941538      -0.00866074       0.04764867       0.42096643       0.04424229      -0.25304708       0.04367336      -0.24304981
     -0.14199880      -0.00333918      -0.18229991      -0.24294333      -0.16769751       0.33082373       0.01515177       0.35305693      -0.01108576      -0.12589275       0.00636805      -0.25715930       0.04470135      -0.04189358       0.40503573      -0.14608593       0.24378363       0.02239379      -0.33464850      -0.05472651      -0.23220991      -0.13420665       0.26776108       0.18785056
     -0.20184050       0.00223428       0.05384218      -0.00710526       0.38226111      -0.24518730       0.07593001       0.00768216       0.34536079      -0.23907512       0.01029791      -0.32598955       0.04071157      -0.03077734      -0.28916638      -0.20404468       0.02129982       0.02737023      -0.34140479      -0.25048418       0.16761281       0.20724289       0.22666326      -0.17509027
     -0.09427786       0.00151375       0.36046242       0.22901369      -0.19126993      -0.14846271       0.34492896      -0.01716535      -0.07563655       0.01570049      -0.13790780       0.04898680       0.47737131       0.01827862      -0.01093031      -0.38315541       0.03991320      -0.00320322       0.02596741       0.07721791      -0.30831205       0.25308900      -0.04362899       0.24299837
      0.10351746       0.35513674       0.22568333      -0.07183178       0.14196824       0.19160374       0.01512274       0.35305494      -0.01118589       0.01649389      -0.00432672       0.04925252       0.01327202      -0.49682637      -0.01636287      -0.09307234       0.24196797       0.34299928       0.08351968       0.14886525       0.19028391       0.13420190      -0.26777493      -0.18784666
     -0.22976013       0.35352880       0.15229118       0.18657951      -0.09003639       0.08017801       0.07586920       0.00768389       0.34521750       0.41817235       0.05643825      -0.26320490       0.02850468      -0.00931212      -0.04210779       0.26743288       0.15535617      -0.35589248      -0.04099532      -0.15051579       0.05520404      -0.20724935      -0.22669252       0.17508579
     -0.10389945       0.00318440       0.30610652      -0.27909498       0.25551597       0.04884646       0.34496687      -0.01718083      -0.07549721      -0.03805856       0.47702474       0.05738428       0.13305319       0.00451420       0.00297140       0.26805785      -0.21659377       0.01063634      -0.06043428       0.12045856      -0.33593519      -0.25303550       0.04367573      -0.24304544
      0.14093923       0.00334293       0.18280100       0.24234390       0.16788122      -0.33119651       0.01516276       0.35305229      -0.01103400      -0.12645253       0.00624834      -0.25591192       0.04216060      -0.04184954       0.40635861       0.14659486      -0.24325872      -0.02237503       0.33426088       0.05378376       0.23267102      -0.13425295       0.26772975       0.18788707
      0.20170874      -0.00224805      -0.05399865       0.00718001      -0.38246528       0.24496929       0.07583912       0.00767072       0.34497961      -0.23988011       0.01161285      -0.32730521       0.03934224      -0.02990323      -0.28816805       0.20489645      -0.02333242      -0.02730044       0.34095475       0.25038127      -0.16635103       0.20729404       0.22674100      -0.17513743
      0.36340228       0.00209947       0.05317721      -0.14452034      -0.01495372      -0.30641784       0.34494134      -0.01718151      -0.07564522      -0.01611955       0.13800064      -0.05044826      -0.47708492      -0.01839994       0.00983412       0.15253396       0.36918387      -0.00867468       0.00031961      -0.22684705      -0.19774328       0.25309224      -0.04362837       0.24299973
      0.10562795      -0.35142897       0.22992040      -0.07206263       0.14562687       0.18940089       0.01512669       0.35304878      -0.01118343      -0.01738776       0.00429540      -0.04960163      -0.01323952       0.49678644       0.01585696      -0.09634987       0.22413724      -0.36191161       0.02447478       0.15168150       0.18998672       0.13419533      -0.26777558      -0.18785096
      0.23041786      -0.35351891      -0.15095799      -0.18687432       0.09013119      -0.07997070       0.07589251       0.00768419       0.34522332       0.41796136       0.05665552      -0.26338649       0.03013256      -0.01128582      -0.04129765      -0.26685708      -0.15633761       0.35590574       0.04104818       0.15060660      -0.05477468      -0.20726738      -0.22669201       0.17507253
      0.31309252       0.00052098       0.14961199       0.13518021       0.03213669       0.33219694       0.34497781      -0.01717917      -0.07540377       0.03723746      -0.47716686      -0.05639612      -0.13311938      -0.00445918      -0.00258077      -0.07868235      -0.24937316       0.00827714      -0.04747616      -0.42104097      -0.04429230      -0.25306503       0.04364048      -0.24300305
      0.12843913       0.00027017       0.23065265      -0.15764029      -0.37437363      -0.12326145       0.01509502       0.35304744      -0.01147766       0.12599922      -0.00642012       0.25757297      -0.04251617       0.04198621      -0.40540273       0.08384661      -0.16594038       0.03427536      -0.36072494       0.09564116       0.27370054      -0.13427161       0.26771259       0.18787380
      0.21535808       0.00088245      -0.10203401       0.40751952       0.15962406       0.03755704       0.07591834       0.00768082       0.34545212       0.23941351      -0.01154419       0.32638893      -0.03931565       0.03086410       0.28911605       0.14176495       0.05640266       0.02927470      -0.35386887       0.29124654      -0.12587042       0.20724573       0.22667270      -0.17510196
      0.09431699      -0.00155909      -0.36047647      -0.22885144       0.19150008       0.14835756       0.34501991      -0.01715837      -0.07521062       0.01617149      -0.13800613       0.05055379       0.47712488       0.01966277      -0.01019955       0.38337056      -0.04044863       0.00079687      -0.02343027      -0.07717657       0.30820621       0.25302742      -0.04369627       0.24305072
     -0.10559316       0.35143349      -0.23003174       0.07148679      -0.14535261      -0.18970145       0.01512552       0.35304412      -0.01117542      -0.01636127       0.00276496      -0.04923382      -0.01207931       0.49688182       0.01632014       0.09412785      -0.22522166       0.36193998      -0.02438523      -0.15153097      -0.18991255       0.13419649      -0.26777838      -0.18784640
      0.22774536       0.35405989      -0.15647336      -0.18704946       0.08638662      -0.07835869       0.07589622       0.00768831       0.34523962      -0.41814851      -0.05662405       0.26302382      -0.03016141       0.00925138       0.04186965      -0.26850411      -0.17195300      -0.34805778      -0.01781877       0.15318783      -0.05583780      -0.20726296      -0.22668970       0.17507387
      0.10393844      -0.00188257      -0.30618026       0.27965475      -0.25478147      -0.04912323       0.34496698      -0.01717202      -0.07539788      -0.03722528       0.47712895       0.05635347       0.13325923       0.00405091       0.00308147      -0.26809382       0.21662359      -0.01024609       0.06034170      -0.12052293       0.33596280      -0.25305808       0.04364063      -0.24299845
     -0.12736934      -0.00026898      -0.23115134       0.15826054       0.37420599       0.12364248       0.01512368       0.35305335      -0.01111628       0.12633807      -0.00618431       0.25547905      -0.04436403       0.04177271      -0.40600055      -0.08434315       0.16541436      -0.03428270       0.36107418      -0.09468415      -0.27417008      -0.13406349       0.26791678       0.18775550
